recno,Mm,Cl,n_Cl,[DSP99],z,u_z,q_z,[OII],u_[OII],Hdelta,u_Hdelta,D4000,u_D4000,oRA,oDE,MType,D,magGB,ColGB,spFile,_RA,_DE
269,c,"Cl 0412-65", ,5,0.5064, ,2,-48.8, ,, ,1.3,:,-72.8,-121.6," ",,,,"cl0412/cl0412ma1_7.fits   ",63.1593,-65.8793
274,c,"Cl 0412-65", ,10,0.507,:,3,0.0, ,, ,2.0,:,-271.7,-105.0," ",,,,"cl0412/cl0412ma2_9.fits   ",63.0243,-65.8747
548,f,"Cl 0412-65", ,24,0.36, ,2,-96.0, ,0.0, ,1.42, ,43.8,-125.2," ",,,,"cl0412/cl0412ma2_8.fits   ",63.2385,-65.8803
270,c,"Cl 0412-65", ,6,0.508,:,4,0.0, ,, ,, ,31.6,-94.5," ",,,,"cl0412/cl0412ma2_10.fits  ",63.2302,-65.8718
539,f,"Cl 0412-65", ,15,0.48,:,4,0.0, ,0.0, ,2.04, ,8.5,-72.5," ",,,,"cl0412/cl0412ma2_11.fits  ",63.2145,-65.8657
541,f,"Cl 0412-65", ,17,0.606, ,4,-17.0, ,0.0, ,1.6, ,-21.7,-43.9,"Sc",0,,,"cl0412/cl0412ma2_13.fits  ",63.194,-65.8577
535,f,"Cl 0412-65", ,11,0.2917, ,2,-132.0, ,0.0, ,1.4, ,-46.2,-81.3," ",,,,"cl0412/cl0412ma1_10.fits  ",63.1774,-65.8681
540,f,"Cl 0412-65", ,16,0.36, ,2,0.0, ,0.0, ,2.25, ,-42.8,-61.8," ",,,,"cl0412/cl0412ma2_12.fits  ",63.1797,-65.8627
536,f,"Cl 0412-65", ,12,0.489, ,3,-27.9, ,, ,1.4,:,28.0,-42.1,"Sm",3,,,"cl0412/cl0412ma1_13.fits  ",63.2278,-65.8572
271,c,"Cl 0412-65", ,7,0.509,:,4,0.0, ,, ,1.6,:,39.2,-29.5,"Sa",2,,,"cl0412/cl0412ma2_14.fits  ",63.2354,-65.8537
266,c,"Cl 0412-65", ,2,0.504, ,3,0.0, ,, ,2.02, ,18.9,-22.9,"S0",0,,,"cl0412/cl0412ma1_14.fits  ",63.2216,-65.8519
542,f,"Cl 0412-65", ,18,0.4238, ,3,0.0, ,0.0, ,2.07, ,46.5,18.3," ",,,,"cl0412/cl0412ma2_17.fits  ",63.2403,-65.8405
537,f,"Cl 0412-65", ,13,0.0853, ,3,0.0, ,0.0, ,, ,-22.9,22.8,"E",1,,,"cl0412/cl0412ma1_17.fits  ",63.1932,-65.8392
544,f,"Cl 0412-65", ,20,0.21, ,2,-80.0, ,0.0, ,1.21, ,11.6,51.0," ",,,,"cl0412/cl0412ma2_20.fits  ",63.2166,-65.8314
268,c,"Cl 0412-65", ,4,0.51,:,4,0.0, ,, ,, ,-72.2,124.3," ",,,,"cl0412/cl0412ma1_24.fits  ",63.1597,-65.811
545,f,"Cl 0412-65", ,21,0.4738, ,2,-59.0, ,0.0, ,1.52, ,-82.3,163.3," ",,,,"cl0412/cl0412ma2_26.fits  ",63.1529,-65.8002
543,f,"Cl 0412-65", ,19,0.379,:,4,0.0, ,0.0, ,1.73, ,75.6,50.1," ",,,,"cl0412/cl0412ma2_19.fits  ",63.2601,-65.8316
272,c,"Cl 0412-65", ,8,0.513, ,3,0.0, ,9.8,:,1.62, ,42.3,77.8," ",,,,"cl0412/cl0412ma2_21.fits  ",63.2375,-65.8239
538,f,"Cl 0412-65", ,14,0.4326, ,3,-31.0, ,0.0, ,1.5, ,2.8,178.6," ",,,,"cl0412/cl0412ma1_26.fits  ",63.2107,-65.7959
546,f,"Cl 0412-65", ,22,0.4331, ,3,-33.0, ,0.0, ,1.42, ,2.8,178.6," ",,,,"cl0412/cl0412ma2_27.fits  ",63.2107,-65.7959
489,f,"Cl 0054-27", ,13,0.215, ,1,0.0, ,0.0, ,1.86, ,28.4,-222.8," ",,,,"                          ",14.2547,-27.7341
497,f,"Cl 0054-27", ,21,0.6508, ,2,-50.0, ,0.0, ,1.26, ,-1.5,-213.9," ",,,,"                          ",14.2454,-27.7316
499,f,"Cl 0054-27", ,23,0.4229, ,3,-30.0, ,0.0, ,1.33, ,-59.4,-177.8," ",,,,"                          ",14.2272,-27.7216
498,f,"Cl 0054-27", ,22,0.2976, ,2,-32.0, ,0.0, ,1.33, ,-43.6,-185.3," ",,,,"                          ",14.2322,-27.7237
500,f,"Cl 0054-27", ,24,0.631, ,3,-30.0, ,0.0, ,1.38, ,-33.3,-159.4," ",,,,"                          ",14.2354,-27.7165
203,c,"Cl 0054-27", ,2,0.561, ,3,-37.6, ,, ,1.3,:,-34.0,-112.3," ",,,,"                          ",14.2352,-27.7034
493,f,"Cl 0054-27", ,17,0.3193, ,3,0.0, ,0.0, ,1.65, ,104.7,-128.0," ",,,,"                          ",14.2787,-27.7078
501,f,"Cl 0054-27", ,25,0.1616, ,2,-49.0, ,0.0, ,1.28, ,17.3,-132.8," ",,,,"                          ",14.2513,-27.7091
494,f,"Cl 0054-27", ,18,0.0985, ,3,0.0, ,0.0, ,, ,3.5,-93.3," ",,,,"                          ",14.2469,-27.6981
204,c,"Cl 0054-27", ,3,0.5617, ,3,-11.3, ,, ,1.5,:,-60.0,-92.4," ",,,,"                          ",14.227,-27.6979
205,c,"Cl 0054-27", ,4,0.577, ,3,-22.7, ,, ,1.4,:,-73.5,-67.4,"Sc",1,,,"                          ",14.2228,-27.6909
206,c,"Cl 0054-27", ,5,0.5608, ,3,0.0, ,, ,2.13, ,-14.9,-41.5,"S0",0,,,"                          ",14.2412,-27.6838
495,f,"Cl 0054-27", ,19,0.2755, ,3,-8.0, ,0.0, ,1.37, ,24.3,-45.9,"Sb",1,,,"                          ",14.2535,-27.685
207,c,"Cl 0054-27", ,6,0.552, ,2,0.0, ,, ,2.61, ,-8.9,-27.5,"SB0",0,,,"                          ",14.243,-27.6799
496,f,"Cl 0054-27", ,20,0.65, ,2,0.0, ,0.0, ,2.06, ,-14.9,-22.4,"E",0,,,"                          ",14.2412,-27.6784
209,c,"Cl 0054-27", ,8,0.56,:,4,0.0, ,, ,1.26, ,-56.2,-7.8,"Sbc",0,,,"                          ",14.2282,-27.6744
210,c,"Cl 0054-27", ,9,0.562, ,3,0.0, ,, ,, ,-55.9,8.2,"E",0,,,"                          ",14.2283,-27.6699
208,c,"Cl 0054-27", ,7,0.553, ,3,0.0, ,, ,1.9, ,-27.4,-20.4,"E/S0",1,,,"                          ",14.2372,-27.6779
202,c,"Cl 0054-27", ,1,0.563,:,4,0.0, ,, ,1.8,:,-27.6,17.9,"Sa",1,,,"                          ",14.2372,-27.6673
490,f,"Cl 0054-27", ,14,0.63,:,4,0.0, ,0.0, ,1.73, ,0.9,64.9," ",,,,"                          ",14.2461,-27.6542
211,c,"Cl 0054-27", ,10,0.559, ,2,0.0, ,, ,1.7,:,44.7,89.3," ",,,,"                          ",14.2599,-27.6474
212,c,"Cl 0054-27", ,11,0.56, ,2,0.0, ,, ,2.18, ,-39.5,104.8," ",,,,"                          ",14.2334,-27.6431
213,c,"Cl 0054-27", ,12,0.56, ,2,, ,, ,1.11, ,-16.9,115.2," ",,,,"                          ",14.2405,-27.6402
492,f,"Cl 0054-27", ,16,0.164,:,4,0.0, ,0.0, ,, ,125.5,193.5," ",,,,"                          ",14.2852,-27.6185
491,f,"Cl 0054-27", ,15,0.2148, ,2,0.0, ,0.0, ,1.05, ,19.5,156.2," ",,,,"                          ",14.2519,-27.6288
